@relation opinion
@attribute category {positive,negative,neutral,objective}

@attribute polarity real
@data
negative,-0.3305555555555555
positive,0.7000000000000001
positive,0.5
objective,-0.4
negative,-0.125
positive,0.0
positive,0.0
positive,0.275
objective,0.0
positive,0.1
positive,0.0
positive,0.5
neutral,0.0
objective,0.0
negative,-0.00833333333333334
neutral,0.0
neutral,-0.125
neutral,0.0
positive,0.0
neutral,0.2
positive,-0.16666666666666666
objective,0.0
neutral,0.0
objective,0.0
neutral,0.0
neutral,0.0
objective,-0.2
positive,0.25
positive,0.9
objective,0.25
positive,0.6
objective,0.06818181818181818
neutral,0.0
objective,0.0
positive,0.0
positive,0.25
neutral,0.020833333333333332
neutral,0.2
objective,0.16818181818181818
objective,0.08333333333333333
positive,0.09999999999999998
neutral,0.19999999999999998
neutral,0.0
neutral,0.5
negative,0.0
neutral,0.0
negative,0.0
objective,0.0
positive,0.25
negative,-0.21666666666666665
positive,0.36190476190476195
neutral,-0.1
objective,0.13636363636363635
positive,0.4
neutral,0.0
objective,-0.125
negative,0.0
positive,0.0
positive,0.75
neutral,0.06818181818181818
positive,0.0
objective,0.015000000000000003
objective,-0.1
negative,-0.0055555555555554985
positive,0.0
negative,-0.10000000000000003
neutral,0.0
positive,-0.15555555555555559
positive,0.6
negative,0.1
positive,0.4
positive,0.65
neutral,-0.2
objective,0.0
positive,-0.15555555555555559
positive,0.45
positive,0.22
objective,0.0
positive,0.19999999999999998
neutral,0.0
objective,0.0
objective,0.0
neutral,0.25
objective,0.0
objective,0.0
negative,-0.30000000000000004
positive,0.0
positive,0.03409090909090909
positive,0.8
positive,0.6
neutral,0.0
neutral,0.2
neutral,-0.375
neutral,0.0
negative,-0.2
positive,0.5
positive,0.5875
positive,0.0
objective,0.1
neutral,0.2
positive,0.06666666666666665
positive,0.30000000000000004
positive,0.2708333333333333
negative,0.5
objective,0.0
objective,0.0
objective,0.13636363636363635
neutral,0.3464285714285714
negative,0.0
neutral,0.13636363636363635
neutral,-0.3944444444444445
neutral,0.3333333333333333
objective,0.0
negative,-0.25
neutral,0.0
neutral,-0.2
neutral,0.0
positive,0.5
neutral,0.16666666666666666
neutral,1.0
negative,0.18148148148148147
positive,0.16666666666666669
positive,0.5
positive,0.0
positive,1.0
positive,0.26666666666666666
negative,0.0
objective,0.0
neutral,-0.3
negative,0.25
objective,0.0
objective,0.0
objective,0.25
neutral,-0.05
objective,0.5
neutral,0.0
negative,-0.25
neutral,0.0
positive,1.0
objective,-0.05
objective,-0.4
negative,0.0
objective,0.0
neutral,0.0
positive,0.43333333333333335
objective,0.0
positive,0.85
neutral,0.0
positive,0.1
positive,0.3
objective,0.0
positive,0.625
positive,0.2833333333333333
neutral,0.04722222222222221
negative,-0.4
objective,0.2
objective,0.0
positive,0.0
positive,-0.2
positive,0.25
objective,0.0
positive,0.425
positive,0.4666666666666666
negative,-0.4
positive,0.125
objective,0.13636363636363635
positive,0.3333333333333333
positive,0.13636363636363635
positive,0.16666666666666666
neutral,-0.5
negative,-0.5
objective,0.14444444444444446
neutral,0.0
positive,0.0
positive,0.3516666666666666
negative,0.0
positive,0.25
objective,0.0
objective,0.0
objective,0.0
neutral,0.06666666666666667
positive,0.0
neutral,0.0
neutral,1.0
neutral,0.0
negative,-0.6999999999999998
positive,0.8
positive,0.0
objective,0.17857142857142858
negative,0.0
objective,0.25
neutral,0.13636363636363635
objective,0.13636363636363635
negative,-0.07777777777777779
negative,-0.07333333333333333
neutral,-0.1777777777777778
negative,-0.033333333333333326
negative,-0.16666666666666666
negative,0.0
positive,0.0
neutral,0.0
neutral,0.0
neutral,0.0
positive,0.8
objective,0.0
neutral,0.5
objective,0.13636363636363635
objective,0.0
neutral,0.13636363636363635
positive,0.0
positive,-0.1416666666666667
neutral,0.0
negative,-0.4
positive,0.175
objective,-0.15555555555555559
positive,0.0
objective,0.21666666666666667
negative,0.0
objective,0.0
positive,0.0
objective,0.0
positive,0.0
objective,-0.125
neutral,0.13636363636363635
positive,0.6
positive,0.55
negative,-0.24107142857142858
objective,0.0
positive,0.31212121212121213
neutral,0.1
objective,0.0
positive,0.03333333333333333
positive,0.04999999999999999
positive,0.25
positive,0.0
negative,-0.5
neutral,0.0
negative,-0.6047619047619047
negative,0.0
objective,0.4
positive,0.5111111111111111
positive,-0.16666666666666666
positive,0.4
positive,0.35
positive,0.5
positive,0.2619047619047619
neutral,0.049999999999999996
positive,0.5433333333333333
negative,0.21103896103896103
neutral,0.5
positive,0.0
objective,0.0
negative,-0.0625
negative,-0.4
neutral,0.0
negative,0.0
neutral,0.0
positive,0.16
negative,-0.5
objective,0.1
positive,0.44999999999999996
positive,0.3325
neutral,-0.2
neutral,0.14285714285714285
positive,0.6
negative,-0.4
positive,0.5833333333333334
objective,0.0
positive,0.375
positive,0.2814814814814815
objective,0.4
positive,0.12
objective,0.0
neutral,0.13636363636363635
neutral,0.0
neutral,-0.12962962962962962
neutral,0.0
negative,0.0
positive,0.0
neutral,0.8
neutral,0.0
negative,-0.5
positive,0.0
positive,0.43333333333333335
positive,0.0
negative,0.1
negative,0.18
objective,0.0
neutral,0.0
positive,0.0
positive,0.27878787878787875
objective,0.0
positive,0.0
objective,-0.015151515151515152
objective,-0.0625
positive,-0.4
positive,-0.04396825396825397
positive,0.0
negative,0.0
objective,0.0
negative,0.0
neutral,0.0
positive,0.0
negative,0.4
positive,0.5
positive,-0.15555555555555559
positive,0.8
negative,0.13636363636363635
objective,-0.3
negative,0.5
neutral,0.0
neutral,0.325
positive,0.39999999999999997
positive,0.0
positive,1.0
neutral,0.0875
positive,0.35
neutral,0.39999999999999997
negative,0.06333333333333332
positive,0.0
negative,0.0
objective,0.0
neutral,-0.2
positive,0.2
objective,0.4
positive,0.5
objective,0.17857142857142858
negative,0.10714285714285714
positive,0.0
positive,0.3125
positive,-0.09375
positive,0.1
objective,-0.1
negative,0.0
neutral,0.0
objective,0.03333333333333333
positive,0.23134920634920633
positive,0.0
objective,0.0
neutral,-0.20625000000000002
objective,-0.06666666666666667
positive,0.175
neutral,-0.05
positive,0.0
negative,-0.8999999999999999
negative,0.0
neutral,-0.3
objective,-0.025
objective,0.0
positive,0.35
neutral,-0.3
positive,0.0
neutral,0.0
neutral,0.8
neutral,0.3
positive,-0.15555555555555559
neutral,0.0
positive,0.11688311688311688
negative,-0.23076923076923078
objective,0.13636363636363635
positive,-0.13333333333333333
positive,0.24999999999999997
neutral,0.0
neutral,0.5
negative,0.0
positive,0.0
neutral,0.2125
negative,0.0
positive,0.6
positive,0.4
neutral,0.5
negative,-1.0
neutral,0.06999999999999999
positive,0.0
objective,-0.05555555555555555
neutral,-0.6
negative,-0.3035714285714286
positive,0.4
positive,0.0
objective,0.0
positive,0.275
neutral,-0.4
positive,0.25625
positive,0.0
positive,0.11818181818181818
negative,0.0
objective,0.0
objective,0.05
positive,0.0
positive,0.75
positive,-0.08333333333333333
positive,0.225
positive,0.03409090909090909
neutral,0.8
neutral,0.0
neutral,0.04545454545454545
objective,0.0
neutral,-0.2
objective,0.0
neutral,0.35
positive,0.25
positive,0.26666666666666666
negative,0.4666666666666666
positive,-0.05000000000000002
positive,0.27999999999999997
positive,0.5
positive,0.8
positive,0.2
neutral,0.0
objective,0.0
neutral,0.4166666666666667
objective,0.5
positive,0.375
negative,0.0
negative,-0.10476190476190476
objective,-0.125
positive,0.3
positive,0.128125
negative,0.375
positive,0.4
objective,0.6
positive,0.2333333333333333
neutral,-0.3
positive,0.425
negative,-0.05
objective,0.0
positive,0.0
positive,0.45000000000000007
positive,0.475
positive,-0.16666666666666666
neutral,0.0
negative,0.0
positive,0.5
objective,0.3333333333333333
positive,0.7666666666666666
neutral,0.7
neutral,0.0
neutral,0.5
negative,0.0
negative,0.0
negative,-0.19999999999999998
negative,-1.0
positive,0.0
neutral,0.5
positive,0.4
objective,0.03409090909090909
positive,0.5
negative,0.0
positive,0.20555555555555557
positive,0.03809523809523807
positive,0.375
negative,-0.6999999999999998
positive,-0.05
negative,-0.21666666666666667
positive,0.0
positive,0.05
negative,0.0
neutral,0.06666666666666668
positive,0.0
positive,0.13636363636363635
negative,-0.8
positive,0.7666666666666666
positive,1.0
negative,-0.10000000000000002
neutral,0.25
objective,0.0
positive,-0.15
neutral,0.0
positive,0.0
objective,0.0
neutral,-0.55
negative,0.2
positive,0.0
positive,0.55
negative,-0.013095238095238085
positive,0.3333333333333333
negative,-0.4
objective,0.0
neutral,0.25
positive,0.8
neutral,0.0
neutral,0.0
neutral,0.024999999999999984
positive,0.39999999999999997
neutral,0.0
neutral,-0.6
objective,0.0
positive,0.16666666666666666
negative,0.0
positive,0.0
objective,-0.05
positive,0.375
neutral,-0.2
positive,0.0
positive,0.7
positive,-0.6
neutral,-0.08333333333333333
objective,0.0
negative,-0.05
positive,0.5
objective,0.0
neutral,0.0
positive,0.0
positive,0.7
positive,0.8
neutral,0.0
positive,0.2
positive,1.0
positive,0.8
neutral,0.13636363636363635
objective,0.16666666666666666
negative,0.0
objective,0.0
positive,0.24545454545454545
negative,0.0
neutral,0.5
neutral,0.25
objective,0.0
objective,0.13636363636363635
positive,0.375
positive,0.6000000000000001
neutral,0.03333333333333333
neutral,-0.16666666666666666
positive,0.5
negative,0.13636363636363635
objective,0.25
neutral,0.11818181818181818
negative,-0.4
neutral,-0.25
objective,-0.0625
positive,0.3333333333333333
positive,0.0
neutral,0.0
positive,0.0
negative,-0.25
negative,0.0
objective,0.12878787878787878
positive,0.0
positive,0.0
positive,-0.4
neutral,0.16818181818181818
objective,0.0
positive,0.25
neutral,0.0
neutral,-0.4
objective,0.0
positive,-0.10833333333333335
objective,-0.05
neutral,0.0
negative,0.06666666666666667
objective,0.13636363636363635
objective,-0.4
neutral,-0.11041666666666666
negative,-0.625
neutral,0.0
positive,-0.14583333333333334
positive,0.0
negative,-0.39999999999999997
objective,0.13636363636363635
objective,0.4
negative,0.0
positive,0.35
objective,0.13636363636363635
positive,0.8
positive,0.45
negative,-0.2318181818181818
neutral,0.0
positive,0.0
neutral,-0.02777777777777779
positive,0.29
positive,0.1
positive,0.45
positive,-0.0625
positive,0.0
neutral,0.13333333333333333
positive,0.5
objective,0.19318181818181818
neutral,0.0
objective,0.0
positive,0.4
negative,0.2666666666666667
negative,-0.30000000000000004
objective,0.0
neutral,0.3166666666666667
objective,0.0
negative,0.7
negative,0.7
negative,0.35
neutral,0.04999999999999999
objective,0.4583333333333333
neutral,0.0
negative,-0.10000000000000002
positive,0.21666666666666665
negative,0.0
objective,0.0
negative,0.0
negative,-0.34375
positive,0.35
positive,-0.07777777777777779
objective,0.0
positive,0.0
positive,0.9
positive,0.21818181818181817
positive,0.275
positive,0.0
positive,0.5
positive,0.8
objective,0.0
negative,-0.25
positive,0.0
negative,0.4166666666666667
positive,0.6
positive,0.13333333333333333
objective,0.3333333333333333
negative,0.55
neutral,0.0
objective,0.25
positive,0.5
positive,-0.4
positive,0.25757575757575757
neutral,0.0
positive,0.06666666666666667
negative,0.08333333333333333
positive,0.4
neutral,0.0
neutral,-0.13333333333333333
negative,0.2
positive,0.375
positive,-0.04062499999999994
positive,0.425
neutral,0.0
objective,0.06818181818181818
negative,0.0972222222222222
objective,0.0
positive,0.0
objective,0.0
objective,0.0
objective,0.0
positive,0.25
neutral,0.43333333333333335
neutral,0.0
positive,-0.05
negative,0.2857142857142857
neutral,-0.4
positive,0.3333333333333333
positive,-0.175
neutral,0.0
positive,0.2
positive,-0.15625
neutral,0.0
positive,0.0
positive,0.3333333333333333
neutral,0.0
neutral,0.35
positive,-0.5
objective,0.0
objective,-0.03146853146853148
positive,0.6
positive,-0.2625
neutral,0.5
neutral,0.2681818181818182
negative,0.0
neutral,0.15000000000000002
positive,0.18333333333333332
positive,0.43333333333333335
neutral,0.0
positive,0.0
positive,0.2
positive,0.41818181818181815
neutral,-0.175
neutral,-0.3499999999999999
neutral,0.0
negative,-0.3
positive,0.04166666666666667
neutral,0.8
positive,0.17500000000000002
positive,0.8
neutral,0.0
neutral,0.2
positive,0.5
neutral,0.13636363636363635
neutral,0.0
positive,0.4
positive,0.4
objective,0.0
objective,0.0
neutral,0.25
positive,0.5
objective,0.0
positive,0.4
positive,0.25
negative,-0.2911111111111111
positive,0.1
objective,-0.06666666666666667
positive,0.24851190476190474
objective,0.5
positive,0.0
objective,0.2
positive,0.5
positive,0.0
objective,0.6
positive,0.28409090909090906
neutral,0.13333333333333333
objective,0.0
neutral,0.25
positive,0.55
positive,0.6
positive,0.3020833333333333
neutral,-0.2
positive,0.225
positive,0.0
positive,0.0
positive,0.03125
positive,0.4375
neutral,0.0
neutral,0.6
positive,0.4
positive,0.225
positive,-0.4
neutral,-0.15000000000000002
neutral,0.2
negative,0.16666666666666666
positive,0.19305555555555556
neutral,0.1
objective,0.0
positive,0.1
positive,-0.2
negative,0.04545454545454545
positive,0.22499999999999998
positive,0.6
neutral,0.0
positive,0.16666666666666669
positive,0.5
negative,0.2
neutral,0.375
negative,0.3333333333333333
positive,0.4583333333333333
positive,-0.1
negative,-0.14583333333333334
positive,0.8
positive,0.39999999999999997
positive,0.3125
positive,0.2
neutral,-0.30000000000000004
positive,0.4454545454545455
objective,0.0
neutral,-0.3888888888888889
objective,0.0
positive,0.0
positive,0.0
positive,-0.05
objective,0.0
neutral,0.8
positive,-0.052777777777777785
positive,0.3181818181818182
positive,0.0
positive,0.25
objective,0.0
neutral,-0.3
positive,0.0
neutral,0.0
positive,0.14285714285714285
neutral,0.0
positive,0.0
negative,-0.25
positive,-0.04768518518518519
positive,0.5
positive,0.0
positive,0.5
neutral,-0.4
positive,0.25
objective,-0.12222222222222223
neutral,0.07142857142857142
negative,0.0
positive,0.8
neutral,0.0
positive,0.9
objective,0.0
positive,0.11666666666666665
neutral,0.0
positive,0.7
objective,-0.4
objective,-0.16666666666666666
positive,0.0
neutral,0.3875
neutral,0.6
neutral,0.0
negative,1.0
positive,0.13636363636363635
neutral,0.0
positive,0.25
positive,0.4
neutral,-0.3
neutral,0.0
neutral,0.09999999999999999
negative,0.0
positive,0.15
neutral,0.0
objective,0.03333333333333333
positive,0.0
objective,0.0
positive,-0.03333333333333336
objective,0.0
objective,0.0625
objective,0.02777777777777778
positive,0.48750000000000004
objective,0.0
neutral,0.0
neutral,0.1
objective,0.2
objective,0.0
positive,0.5454545454545454
positive,0.3
neutral,0.0
negative,0.2
positive,0.8
objective,0.0
positive,-0.26666666666666666
neutral,0.0
positive,0.35000000000000003
negative,-0.03125
positive,0.8
negative,-0.2
positive,0.425
positive,1.0
positive,0.5125000000000001
objective,0.0
neutral,0.0
neutral,-0.29375
positive,0.0
negative,0.0
negative,0.5
positive,0.13636363636363635
objective,-0.06666666666666668
positive,0.5
neutral,-0.025
positive,0.2
positive,0.6
negative,0.5
negative,0.05
negative,0.19999999999999998
objective,0.0
neutral,0.0
neutral,0.35
positive,0.4
neutral,0.0
negative,-0.3
neutral,0.2
negative,0.0
positive,0.5
objective,-0.15555555555555559
negative,-0.6999999999999998
negative,0.4
neutral,0.1
neutral,0.08333333333333333
positive,0.75
objective,0.0
neutral,-0.2
positive,0.2
neutral,0.2
positive,-0.0666666666666667
objective,0.0
positive,0.35
positive,0.26666666666666666
positive,-1.0
positive,0.35
positive,0.55
objective,0.16666666666666666
positive,0.5
positive,0.0062500000000000056
negative,-0.05
positive,0.3333333333333333
objective,0.0
neutral,0.25
positive,0.7
neutral,0.0
positive,-0.15000000000000002
neutral,0.0
positive,0.3181818181818182
neutral,0.35714285714285715
negative,0.0
neutral,0.0
positive,0.35
positive,0.0
positive,0.5
negative,-0.30000000000000004
positive,0.4840909090909091
neutral,-0.05
positive,1.0
neutral,0.0
positive,-0.16666666666666666
negative,-0.36666666666666664
neutral,-0.16666666666666666
positive,0.7
neutral,-0.1
neutral,0.0
positive,0.5
neutral,0.0
positive,0.2333333333333333
objective,0.0
positive,0.22499999999999998
objective,0.0
neutral,0.0
positive,0.8
objective,0.0
neutral,-0.05
neutral,0.12857142857142856
neutral,-0.2
neutral,0.0
neutral,0.0
positive,0.6666666666666666
positive,0.39999999999999997
neutral,0.05
neutral,0.8
objective,0.0
objective,0.0
positive,0.16666666666666666
positive,0.15
positive,-0.15000000000000002
positive,0.7
neutral,-0.0625
negative,-0.2
negative,-0.033333333333333354
neutral,0.0
objective,-0.1
neutral,0.0
neutral,0.0
negative,0.0
neutral,-0.0625
neutral,0.0
objective,0.0
positive,0.25
neutral,0.06249999999999998
positive,0.4666666666666666
positive,0.7
positive,0.6
positive,0.30000000000000004
positive,0.0
neutral,0.0
neutral,0.0
neutral,0.8
neutral,0.0
negative,-0.1
objective,-0.2
positive,0.13888888888888887
positive,0.4159090909090909
neutral,0.0
neutral,0.2
neutral,0.8
neutral,0.1
positive,0.25
positive,0.25
positive,-0.0062500000000000056
positive,0.0
negative,-0.2
positive,0.2215909090909091
objective,-0.25
neutral,0.0
positive,-0.2
neutral,0.0
positive,-0.022916666666666655
positive,0.25
objective,-0.2
positive,0.011111111111111108
negative,-0.25
positive,0.0
objective,0.13636363636363635
objective,0.41666666666666663
positive,0.5
positive,0.0
positive,0.35
negative,-0.5374999999999999
neutral,0.16666666666666666
positive,-0.3
positive,0.5
objective,-0.07777777777777779
objective,0.0
neutral,0.0
objective,0.25
positive,0.3
positive,0.43333333333333335
neutral,-0.14444444444444443
positive,0.2333333333333333
neutral,0.2857142857142857
negative,0.29545454545454547
neutral,0.0
objective,0.0
positive,0.7
positive,0.525
positive,0.5428571428571429
negative,0.17222222222222222
positive,0.6
neutral,0.027777777777777773
negative,0.325
positive,0.07500000000000001
neutral,0.0
neutral,0.0
neutral,0.0
neutral,0.0
positive,0.0
positive,-0.2
negative,0.0
positive,0.23500000000000001
negative,0.0
positive,0.575
positive,0.5583333333333333
neutral,0.3
neutral,0.25
positive,0.7
objective,-0.07777777777777779
positive,0.5
neutral,0.0
positive,0.7
positive,1.0
neutral,0.0
positive,0.0
neutral,0.4
neutral,0.5
neutral,0.0
neutral,-0.07777777777777779
objective,0.43333333333333335
objective,-0.08333333333333333
positive,0.375
neutral,0.7
neutral,0.0
objective,0.033333333333333326
positive,0.09166666666666667
positive,0.22916666666666666
negative,-0.05
neutral,-0.05
neutral,-0.2
objective,0.08461538461538462
neutral,0.0
objective,-0.4
negative,0.5
objective,0.0
positive,0.15555555555555556
positive,0.7
objective,0.0
positive,0.7
positive,0.0
positive,0.0
positive,0.0
positive,0.15
positive,0.5
objective,0.11818181818181818
positive,0.2
positive,0.2
positive,0.2222222222222222
positive,0.2
neutral,0.0
positive,-0.16875
negative,0.25
objective,0.0
positive,-0.15185185185185188
positive,1.0
negative,0.8
neutral,0.0
positive,-0.4
neutral,0.1
positive,0.4800000000000001
positive,0.375
positive,0.4
positive,0.0
neutral,0.15000000000000002
positive,0.0
neutral,-0.16666666666666666
positive,0.35000000000000003
positive,1.0
positive,0.5
neutral,0.6166666666666667
positive,0.30833333333333335
positive,-0.05000000000000002
neutral,0.0
neutral,-0.4
positive,0.8
negative,0.15
neutral,-0.1
positive,0.0
objective,0.45
positive,0.4
neutral,-0.2
objective,-0.1
negative,0.24318181818181817
positive,0.5
objective,0.0
positive,0.1488888888888889
negative,-0.4
positive,0.5
positive,0.0
negative,0.0
neutral,0.0
neutral,0.0
positive,-0.07777777777777779
positive,0.0
objective,0.0
positive,0.1875
neutral,0.2
neutral,-0.16666666666666666
neutral,0.13636363636363635
neutral,0.0
neutral,0.24675324675324675
positive,0.30000000000000004
positive,0.17460317460317462
objective,0.0
neutral,0.0
positive,-0.4
positive,0.0
objective,0.0
positive,0.75
objective,0.06818181818181818
positive,-0.125
neutral,-0.08333333333333333
negative,-0.25
neutral,0.0
positive,0.75
positive,0.0
positive,-0.05
neutral,0.8
objective,0.0
positive,0.4
neutral,-0.15000000000000002
neutral,0.0
neutral,0.1
negative,0.04999999999999999
positive,0.0
neutral,0.0
positive,0.2492063492063492
negative,0.0
positive,0.04999999999999999
positive,0.0
neutral,0.0
neutral,-0.08333333333333333
positive,0.5
negative,0.0
negative,-0.4
neutral,-0.09999999999999999
positive,0.35
neutral,0.0
positive,0.35
objective,0.0
positive,0.375
positive,0.125
objective,0.09
negative,0.0
positive,0.305
negative,-0.11666666666666668
objective,0.0
objective,0.25
neutral,0.125
neutral,0.25
positive,0.35
positive,-0.038095238095238106
objective,0.125
negative,0.15000000000000002
negative,0.0
neutral,0.0
neutral,0.85
neutral,0.175
neutral,0.06818181818181818
positive,0.24166666666666667
negative,0.0
neutral,0.0
objective,-0.05555555555555555
positive,0.0
negative,0.15000000000000002
objective,0.25
neutral,-0.05555555555555555
negative,0.0
neutral,0.0
negative,0.35
neutral,0.0
neutral,-0.4
negative,-0.025
neutral,0.0
positive,0.0
negative,0.3
positive,0.2
positive,0.325
objective,-0.2
objective,-0.16666666666666666
positive,0.18148148148148147
neutral,0.3
objective,0.0
positive,0.6000000000000001
positive,0.3
neutral,0.0
positive,0.0
positive,0.2
neutral,0.0
neutral,0.1
positive,0.125
objective,0.0
neutral,0.2
neutral,0.0
neutral,0.2174242424242424
neutral,0.0
negative,-0.45
objective,0.25
neutral,0.14285714285714285
objective,0.0
neutral,-0.16666666666666666
positive,0.2
neutral,0.11666666666666665
positive,0.3
positive,0.037500000000000006
positive,0.475
objective,0.21666666666666667
objective,-0.4
neutral,0.5
neutral,-0.4
negative,0.22727272727272727
neutral,0.0
neutral,0.0
positive,0.1259259259259259
negative,-0.6
positive,0.4375
positive,0.5681818181818181
neutral,0.0
positive,0.09999999999999999
neutral,0.08333333333333334
neutral,0.0
objective,0.0
neutral,0.1
positive,0.475
objective,0.0
positive,0.0
neutral,-0.1625
positive,0.4523809523809524
positive,0.75
positive,0.0
neutral,0.0
neutral,0.0
neutral,0.0
neutral,-0.3
positive,-0.09999999999999999
negative,0.0
objective,0.0
negative,0.125
neutral,0.0
positive,0.6000000000000001
positive,0.5
neutral,0.0
neutral,0.0
positive,0.0
positive,0.0
negative,0.09999999999999999
positive,0.44999999999999996
negative,-0.4
neutral,0.0
negative,0.0
neutral,-0.16666666666666666
positive,-0.016666666666666673
neutral,0.16666666666666666
positive,0.0
neutral,0.125
positive,0.08333333333333334
positive,0.44999999999999996
positive,0.4000000000000001
neutral,0.0
positive,0.55
positive,-0.0045454545454545565
positive,-0.75
neutral,-0.18333333333333335
positive,0.20833333333333331
positive,0.0
neutral,0.3
neutral,0.15000000000000002
positive,0.2
neutral,-0.08333333333333333
positive,1.0
negative,0.0
positive,0.19999999999999998
neutral,0.0
negative,0.0
objective,0.02500000000000001
negative,0.0
neutral,0.25
neutral,0.0
positive,0.3333333333333333
positive,0.0
positive,0.0
positive,0.0
negative,-0.4
positive,0.0
neutral,0.0
neutral,0.8
positive,0.43333333333333335
neutral,0.0
objective,0.13
neutral,0.0
objective,0.0
objective,0.0
objective,0.0
positive,0.4666666666666667
positive,0.25
positive,0.0
neutral,-0.4
objective,0.0
positive,1.0
neutral,0.16666666666666666
neutral,0.5
objective,-0.1125
positive,0.0
objective,0.375
neutral,0.0
positive,0.55
negative,0.0
objective,0.06818181818181818
objective,0.0
positive,0.0
objective,-0.4
objective,0.0
positive,0.35
neutral,0.0
neutral,0.13636363636363635
neutral,0.0
positive,0.7
neutral,0.5
neutral,0.7
objective,-0.1
neutral,0.23333333333333336
objective,0.0
positive,0.3520833333333333
negative,-0.45
neutral,0.11666666666666665
positive,0.0
neutral,0.0
objective,0.0
neutral,0.09999999999999999
objective,0.06818181818181818
negative,-0.02777777777777779
positive,0.0
neutral,0.0
neutral,0.0
positive,-0.125
positive,-0.033333333333333326
negative,-0.05454545454545454
positive,0.42
positive,0.5
neutral,-0.4
negative,-0.13333333333333333
positive,0.3666666666666667
positive,-0.15000000000000002
negative,0.22111111111111115
neutral,-0.2
negative,-0.015833333333333328
neutral,0.1
positive,0.6000000000000001
objective,0.0
positive,0.5151515151515151
objective,0.375
neutral,0.0
neutral,-0.1
positive,0.75
positive,0.09999999999999998
objective,-0.06818181818181818
neutral,-0.15555555555555559
objective,-0.4
neutral,0.0
positive,-0.023809523809523805
neutral,0.0
neutral,0.0
objective,0.0
positive,0.625
positive,0.5
positive,-0.16666666666666666
positive,0.3333333333333333
positive,0.30000000000000004
negative,-0.033333333333333326
neutral,0.0
neutral,0.0
positive,-0.2
neutral,0.5
negative,-0.4
objective,0.16666666666666666
objective,-0.07777777777777779
positive,0.30000000000000004
neutral,0.125
positive,0.35
neutral,0.2857142857142857
positive,-0.4
objective,0.0
positive,0.2714285714285714
objective,0.2857142857142857
positive,0.0
positive,0.13636363636363635
objective,0.13636363636363635
neutral,0.4166666666666667
positive,0.0
negative,0.0
objective,0.25
negative,0.27499999999999997
neutral,-0.13333333333333333
neutral,-0.15
positive,0.0
positive,0.4
positive,0.3333333333333333
positive,0.0
positive,0.375
neutral,0.0
positive,0.0
neutral,0.0
objective,0.0
negative,0.0
neutral,0.0
neutral,0.0
positive,0.39999999999999997
positive,0.5
objective,0.0
objective,0.0
objective,0.0
objective,-0.4
positive,-0.125
positive,0.0
objective,0.0
positive,0.32708333333333334
positive,0.8
neutral,0.0
positive,0.5
positive,0.10892857142857142
neutral,0.09999999999999999
positive,0.0
neutral,0.0
objective,-0.4
neutral,-0.16666666666666666
neutral,0.4875
positive,0.16666666666666666
neutral,-0.4
neutral,0.0
neutral,0.5
positive,0.5533333333333333
neutral,0.17222222222222222
negative,0.0
neutral,0.04015151515151513
positive,0.0
positive,0.2
positive,-0.06666666666666667
objective,0.0
neutral,0.016666666666666677
positive,0.13333333333333333
positive,-0.18888888888888888
neutral,0.0
negative,0.6499999999999999
positive,0.0
negative,0.3125
neutral,-0.1
positive,0.25
neutral,0.1
objective,0.2681818181818182
negative,0.0
neutral,0.0
positive,0.0
objective,0.4
neutral,0.05
negative,-0.4
neutral,0.325
neutral,0.13636363636363635
neutral,0.0
objective,0.75
positive,0.0
positive,0.375
negative,0.0
neutral,-0.4
neutral,0.0
positive,-0.4
positive,0.0
negative,-0.06666666666666667
positive,0.0
neutral,-0.1
objective,0.0
neutral,0.0
positive,-0.2
objective,0.0
objective,-0.15
neutral,0.0
negative,0.02777777777777778
negative,-0.2333333333333333
neutral,0.2857142857142857
neutral,0.02
positive,-0.3
negative,0.033333333333333326
positive,0.6000000000000001
neutral,0.2
neutral,0.05000000000000001
positive,-0.15000000000000002
positive,0.5
positive,0.375
negative,0.0
negative,-0.03333333333333333
objective,0.17857142857142858
positive,0.5
positive,0.4
objective,0.016233766233766232
positive,0.25
positive,0.7000000000000001
neutral,0.30000000000000004
positive,0.3
neutral,0.0
objective,-0.4
neutral,0.0
positive,0.5
neutral,-0.1
neutral,0.0
positive,0.475
neutral,0.0
objective,0.0
neutral,0.5
positive,0.4
objective,0.0
objective,-0.03571428571428571
negative,-0.5
positive,0.0
neutral,0.0
objective,-0.6
neutral,0.1
neutral,0.85
neutral,-0.15555555555555559
negative,-0.3888888888888889
negative,-0.12916666666666665
negative,0.0
neutral,0.0
neutral,0.0
neutral,0.1
positive,0.2
neutral,0.0
neutral,0.0
objective,0.0
objective,-0.4
positive,1.0
positive,0.06666666666666667
positive,0.35714285714285715
negative,-1.0
negative,0.8
positive,0.55
objective,0.3333333333333333
neutral,0.0
neutral,0.0
negative,0.0
objective,-0.2833333333333333
objective,0.0
neutral,0.0
neutral,0.0
neutral,0.125
neutral,0.14285714285714285
positive,-0.6
positive,0.7
neutral,0.0
neutral,-0.05
neutral,0.0
objective,0.0
negative,-0.4
positive,0.4
neutral,0.0
positive,-0.6999999999999998
positive,0.8
positive,0.25
objective,0.0
neutral,0.0
negative,-0.4277777777777777
objective,0.0
objective,0.0
objective,0.0
neutral,0.4
neutral,0.35
positive,1.0
objective,0.0
objective,0.0
neutral,0.11666666666666668
