@relation opinion
@attribute category {positive,negative,neutral,objective}
@attribute pnumber numeric
@attribute nnumber numeric
@attribute weight real
@attribute polarity real
@attribute question_mark {yes, no}
@data
negative,0,0,0.448131023591772,0.0,no
objective,2,2,0.728546610120507,0.25,no
neutral,1,1,2.045360264734846,0.13636363636363635,no
objective,1,1,1.09262600177811,0.13636363636363635,no
negative,0,0,0.0,-0.07777777777777779,no
negative,2,2,1.3690132322280084,-0.07333333333333333,no
neutral,0,0,-0.205477541271644,-0.1777777777777778,no
negative,0,0,0.539273336475273,-0.033333333333333326,no
negative,0,0,0.0,-0.16666666666666666,no
negative,1,1,0.0,0.0,no
positive,0,0,0.0,0.0,no
neutral,0,0,0.0,0.0,no
neutral,0,0,0.0,0.0,no
neutral,1,1,0.0,0.0,no
positive,1,1,0.0,0.8,yes
objective,0,0,0.0,0.0,no
neutral,1,1,0.0,0.5,no
objective,1,1,0.0,0.13636363636363635,no
objective,0,0,0.0,0.0,no
neutral,1,1,0.0,0.13636363636363635,no
positive,0,0,0.0,0.0,no
positive,2,2,-0.9789953077300709,-0.1416666666666667,no
neutral,0,0,0.0,0.0,no
negative,1,1,0.589370903952815,-0.4,no
positive,1,1,0.7657243959134,0.175,no
objective,0,0,0.0,-0.15555555555555559,no
positive,0,0,0.0,0.0,yes
objective,2,2,0.39142859896407,0.21666666666666667,no
negative,0,0,0.0,0.0,no
objective,0,0,0.0,0.0,no
positive,1,1,0.0,0.0,yes
objective,0,0,0.0,0.0,no
positive,1,1,0.0,0.0,no
objective,0,0,0.0,-0.125,no
neutral,0,0,1.09262600177811,0.13636363636363635,no
positive,1,1,1.977198161072009,0.6,no
positive,3,3,1.08258407596962,0.55,yes
negative,1,1,2.5433475686596534,-0.24107142857142858,yes
objective,1,1,0.694729339555486,0.0,no
positive,1,1,2.8559307058275323,0.31212121212121213,no
neutral,0,0,0.176961179222829,0.1,no
objective,1,1,0.0,0.0,no
positive,1,1,0.33519361400645,0.03333333333333333,no
positive,1,1,0.0,0.04999999999999999,no
positive,1,1,0.255008479638171,0.25,no
positive,0,0,0.0,0.0,no
negative,1,1,1.41167560412092,-0.5,no
neutral,1,1,0.0,0.0,no
negative,2,2,-0.861519766628396,-0.6047619047619047,no
negative,0,0,0.0,0.0,no
objective,1,1,0.281785813434765,0.4,no
positive,3,3,4.5194039691442605,0.5111111111111111,no
positive,0,0,0.0,-0.16666666666666666,no
positive,1,1,1.44519921674032,0.4,no
positive,3,3,3.47573912884161,0.35,no
positive,1,1,1.2595452551924489,0.5,no
positive,3,3,1.277669062290749,0.2619047619047619,no
neutral,2,2,0.987380001207269,0.049999999999999996,yes
positive,1,1,4.461168487965608,0.5433333333333333,no
negative,1,1,0.840693253740157,0.21103896103896103,no
neutral,3,3,0.0,0.5,yes
positive,0,0,0.0,0.0,yes
objective,0,0,0.0,0.0,no
negative,4,4,0.510016959276342,-0.0625,yes
negative,0,0,0.325558944159276,-0.4,no
neutral,0,0,0.0,0.0,no
negative,0,0,0.0,0.0,no
neutral,0,0,0.0,0.0,no
positive,1,1,0.0,0.16,no
negative,2,2,-0.604292567809281,-0.5,no
objective,0,0,0.0,0.1,no
positive,0,0,0.0,0.44999999999999996,no
positive,3,3,7.11618088436749,0.3325,no
neutral,0,0,0.0,-0.2,no
neutral,1,1,-0.12306567901952101,0.14285714285714285,no
positive,4,4,2.125919844820122,0.6,no
negative,1,1,0.0,-0.4,no
positive,1,1,0.0,0.5833333333333334,no
objective,0,0,0.0,0.0,no
positive,2,2,2.5796367332633503,0.375,no
positive,1,1,0.680720628079802,0.2814814814814815,no
objective,1,1,0.0,0.4,yes
positive,3,3,4.8149688187772,0.12,no
objective,0,0,0.0,0.0,no
neutral,1,1,0.0,0.13636363636363635,no
neutral,1,1,0.0,0.0,no
neutral,0,0,1.516884376351483,-0.12962962962962962,no
neutral,0,0,0.0,0.0,no
negative,0,0,0.0,0.0,yes
positive,0,0,0.0,0.0,no
neutral,0,0,0.0,0.8,yes
neutral,0,0,0.128867069018432,0.0,yes
negative,1,1,-0.447984596426972,-0.5,yes
positive,1,1,0.184837885555842,0.0,no
positive,2,2,1.53902266802182,0.43333333333333335,no
positive,2,2,0.0,0.0,no
negative,3,3,0.0,0.1,no
negative,2,2,2.2496843174234726,0.18,yes
objective,0,0,0.0,0.0,no
neutral,0,0,0.0,0.0,no
positive,0,0,0.0,0.0,no
positive,2,2,2.92883867595181,0.27878787878787875,no
objective,0,0,0.448131023591772,0.0,no
positive,0,0,0.0,0.0,no
objective,1,1,1.0054815852562284,-0.015151515151515152,no
objective,0,0,0.0,-0.0625,no
positive,1,1,0.927524894935943,-0.4,no
positive,2,2,1.111582514448833,-0.04396825396825397,no
positive,0,0,1.25810250562971,0.0,no
negative,0,0,0.0,0.0,no
objective,0,0,0.0,0.0,no
negative,1,1,0.0,0.0,no
neutral,0,0,0.0,0.0,no
positive,0,0,0.0,0.0,no
negative,1,1,1.49563659925907,0.4,no
positive,1,1,4.93424393533938,0.5,no
positive,0,0,0.0,-0.15555555555555559,no
positive,2,2,1.08258407596962,0.8,no
negative,1,1,1.09262600177811,0.13636363636363635,no
objective,0,0,0.292216824623177,-0.3,no
negative,1,1,0.0,0.5,yes
neutral,0,0,0.0,0.0,no
neutral,1,1,0.680720628079802,0.325,no
positive,4,4,2.5562619036625,0.39999999999999997,no
positive,0,0,1.91417594465011,0.0,no
positive,3,3,2.30149317488239,1.0,no
neutral,0,0,2.294688132254498,0.0875,no
positive,4,4,0.281785813434765,0.35,no
neutral,3,3,1.40771288287908,0.39999999999999997,no
negative,0,0,1.409267238200309,0.06333333333333332,yes
positive,1,1,0.0,0.0,no
negative,0,0,0.0,0.0,no
objective,0,0,0.0,0.0,no
neutral,2,2,0.927524894935943,-0.2,no
positive,0,0,1.25696419523725,0.2,yes
objective,1,1,1.68117765679878,0.4,no
positive,0,0,0.0,0.5,no
objective,3,3,2.38337088511243,0.17857142857142858,no
negative,2,2,2.55105230328844,0.10714285714285714,no
positive,0,0,0.0,0.0,no
positive,4,4,-0.019203004271713,0.3125,no
positive,0,0,0.746422986522864,-0.09375,no
positive,1,1,0.0,0.1,no
objective,0,0,2.388108610836352,-0.1,yes
negative,1,1,0.0,0.0,no
neutral,1,1,0.0,0.0,no
objective,0,0,0.33519361400645,0.03333333333333333,no
positive,2,2,0.41845447997494695,0.23134920634920633,yes
positive,2,2,0.0,0.0,no
objective,0,0,0.614164796115871,0.0,no
neutral,1,1,-5.9339171550708,-0.20625000000000002,no
objective,0,0,2.14375573005025,-0.06666666666666667,no
positive,2,2,1.21836121740248,0.175,no
neutral,1,1,0.515153668273904,-0.05,yes
positive,1,1,0.0,0.0,no
negative,1,1,0.557180871508522,-0.8999999999999999,no
negative,0,0,-14.96127969782925,0.0,no
neutral,2,2,0.0,-0.3,no
objective,0,0,0.8437114172507,-0.025,yes
objective,0,0,0.0,0.0,no
positive,0,0,1.21685492614942,0.35,no
neutral,0,0,1.925171106156201,-0.3,no
positive,0,0,0.0,0.0,no
neutral,0,0,0.0,0.0,no
neutral,2,2,0.0,0.8,no
neutral,1,1,1.31402625042529,0.3,no
positive,0,0,0.0,-0.15555555555555559,no
neutral,0,0,0.0,0.0,no
positive,2,2,1.44625443982881,0.11688311688311688,yes
negative,1,1,0.102955795790479,-0.23076923076923078,yes
objective,1,1,0.0,0.13636363636363635,no
positive,1,1,0.0810706664966108,-0.13333333333333333,no
positive,3,3,5.10108941686065,0.24999999999999997,no
neutral,0,0,0.024196131021317,0.0,yes
neutral,1,1,0.0,0.5,no
negative,2,2,0.0,0.0,no
positive,1,1,0.870000720052142,0.0,no
neutral,1,1,1.0360111254594568,0.2125,no
negative,1,1,0.92296935853503,0.0,no
positive,0,0,1.11427708612094,0.6,no
positive,2,2,1.62535028801904,0.4,no
neutral,1,1,1.16775105648271,0.5,no
negative,0,0,-0.689106822722801,-1.0,no
neutral,2,2,1.65607150505645,0.06999999999999999,no
positive,1,1,0.0,0.0,no
objective,0,0,-0.042352113711915,-0.05555555555555555,no
neutral,2,2,0.0810706664966108,-0.6,no
negative,1,1,-0.9732256393178089,-0.3035714285714286,yes
positive,2,2,1.44519921674032,0.4,no
positive,0,0,0.0,0.0,no
objective,1,1,0.870000720052142,0.0,no
positive,1,1,0.7657243959134,0.275,no
neutral,0,0,0.0,-0.4,no
positive,1,1,4.093295046346042,0.25625,no
positive,3,3,0.0,0.0,no
positive,2,2,1.09262600177811,0.11818181818181818,no
negative,0,0,0.466585938657327,0.0,no
objective,1,1,0.0,0.0,no
objective,0,0,0.0,0.05,no
positive,1,1,2.20844615266207,0.0,no
positive,1,1,3.47573912884161,0.75,no
positive,1,1,0.0,-0.08333333333333333,no
positive,2,2,0.0,0.225,no
positive,3,3,1.219993964555075,0.03409090909090909,no
neutral,0,0,0.0,0.8,no
neutral,0,0,0.0,0.0,yes
neutral,0,0,1.6952161210750298,0.04545454545454545,no
objective,0,0,0.0,0.0,no
neutral,2,2,0.0,-0.2,no
objective,0,0,0.0,0.0,no
neutral,1,1,4.07832924813853,0.35,yes
positive,2,2,0.0,0.25,no
positive,1,1,0.680720628079802,0.26666666666666666,no
negative,2,2,0.0,0.4666666666666666,no
positive,2,2,0.927524894935943,-0.05000000000000002,no
positive,2,2,1.47082950922739,0.27999999999999997,no
positive,3,3,0.0,0.5,yes
positive,1,1,1.44519921674032,0.8,no
positive,2,2,0.0,0.2,no
neutral,1,1,0.539273336475273,0.0,no
objective,0,0,0.448131023591772,0.0,no
neutral,2,2,-0.019203004271713,0.4166666666666667,no
objective,0,0,-0.14426039064235,0.5,no
positive,1,1,0.0,0.375,no
negative,0,0,0.0,0.0,no
negative,1,1,-1.627199752141733,-0.10476190476190476,no
objective,0,0,0.5649293969898075,-0.125,no
positive,2,2,0.0,0.3,no
positive,3,3,0.794517096727261,0.128125,no
negative,0,0,0.0,0.375,no
positive,4,4,0.0,0.4,no
objective,1,1,0.0,0.6,no
positive,2,2,3.47573912884161,0.2333333333333333,no
neutral,1,1,0.0810706664966108,-0.3,no
positive,1,1,-0.019203004271713,0.425,no
negative,0,0,0.575659792308677,-0.05,no
objective,2,2,0.0,0.0,no
positive,1,1,0.0,0.0,no
positive,3,3,0.554835428911568,0.45000000000000007,yes
positive,1,1,1.192787784132385,0.475,no
positive,0,0,-0.0871444165218816,-0.16666666666666666,no
neutral,1,1,0.0,0.0,no
negative,0,0,0.0,0.0,no
positive,1,1,2.319754898641998,0.5,no
objective,1,1,1.04366484030265,0.3333333333333333,no
positive,3,3,5.64090728078085,0.7666666666666666,no
neutral,3,3,0.0191540206361393,0.7,no
neutral,0,0,0.656416480856988,0.0,no
neutral,1,1,2.705410456574695,0.5,no
negative,1,1,0.0,0.0,no
negative,2,2,0.0,0.0,no
negative,0,0,0.115796720597316,-0.19999999999999998,no
negative,0,0,0.502719459767061,-1.0,no
positive,0,0,1.10479786345963,0.0,yes
neutral,4,4,0.149773167777051,0.5,no
positive,2,2,1.44519921674032,0.4,no
objective,2,2,2.971498969566733,0.03409090909090909,no
positive,1,1,0.0,0.5,no
negative,1,1,0.0,0.0,yes
positive,3,3,0.294811861001854,0.20555555555555557,no
positive,3,3,5.96902324922112,0.03809523809523807,no
positive,2,2,4.10068452550266,0.375,no
negative,1,1,-3.51171860862072,-0.6999999999999998,no
positive,4,4,0.8437114172507,-0.05,no
negative,0,0,0.210702166419382,-0.21666666666666667,no
positive,0,0,0.0,0.0,no
positive,1,1,2.3774430764462178,0.05,no
negative,2,2,0.0,0.0,yes
neutral,3,3,2.8477167532100967,0.06666666666666668,no
positive,1,1,0.050604402900907064,0.0,no
positive,0,0,1.09262600177811,0.13636363636363635,yes
negative,1,1,0.0,-0.8,no
positive,3,3,6.36794504715791,0.7666666666666666,no
positive,1,1,0.0,1.0,no
negative,1,1,0.0,-0.10000000000000002,no
neutral,0,0,0.0,0.25,no
objective,1,1,0.0,0.0,no
positive,1,1,0.0,-0.15,no
neutral,2,2,0.0,0.0,no
positive,0,0,0.0,0.0,yes
objective,1,1,0.0,0.0,no
neutral,0,0,-0.257636510103677,-0.55,no
negative,0,0,0.0,0.2,no
positive,1,1,2.217313485386812,0.0,no
positive,0,0,2.7953893242531573,0.55,no
negative,2,2,-0.717972732853824,-0.013095238095238085,no
positive,4,4,2.49203665583015,0.3333333333333333,no
negative,0,0,0.0,-0.4,no
objective,0,0,0.0,0.0,no
neutral,0,0,-0.019203004271713,0.25,no
positive,0,0,0.0,0.8,no
neutral,1,1,0.0,0.0,yes
neutral,0,0,0.0,0.0,yes
neutral,1,1,-1.65254547566672,0.024999999999999984,no
positive,1,1,1.471863405787591,0.39999999999999997,no
neutral,0,0,0.0,0.0,yes
neutral,0,0,0.0,-0.6,no
objective,2,2,0.0,0.0,no
positive,3,3,0.696145071560016,0.16666666666666666,no
negative,1,1,0.0,0.0,no
positive,2,2,0.0,0.0,no
objective,1,1,1.47082950922739,-0.05,yes
positive,2,2,0.614164796115871,0.375,no
neutral,4,4,1.0334351386616,-0.2,no
positive,1,1,0.0,0.0,no
positive,1,1,0.0,0.7,no
positive,0,0,-1.01493152025392,-0.6,yes
neutral,0,0,0.0531708269587874,-0.08333333333333333,no
objective,0,0,1.10479786345963,0.0,no
negative,2,2,2.13282157019576,-0.05,no
positive,2,2,1.44519921674032,0.5,no
objective,1,1,0.0,0.0,no
neutral,1,1,0.0,0.0,yes
positive,1,1,0.0,0.0,no
positive,2,2,3.47573912884161,0.7,no
positive,1,1,1.08258407596962,0.8,no
neutral,0,0,0.939445518206594,0.0,no
positive,0,0,0.0,0.2,yes
positive,2,2,0.0,1.0,no
positive,1,1,1.44519921674032,0.8,no
neutral,1,1,0.0,0.13636363636363635,no
objective,2,2,1.16379100138471,0.16666666666666666,no
negative,2,2,0.0,0.0,no
objective,0,0,0.0,0.0,no
positive,1,1,1.09262600177811,0.24545454545454545,no
negative,0,0,0.0,0.0,no
neutral,1,1,0.0,0.5,no
neutral,0,0,0.614164796115871,0.25,no
objective,0,0,0.0,0.0,no
objective,0,0,1.09262600177811,0.13636363636363635,no
positive,1,1,0.0,0.375,no
positive,3,3,1.11106268692218,0.6000000000000001,no
neutral,1,1,0.33519361400645,0.03333333333333333,no
neutral,0,0,0.0,-0.16666666666666666,no
positive,2,2,0.0,0.5,no
negative,1,1,1.09262600177811,0.13636363636363635,no
objective,1,1,0.60259011929692,0.25,no
neutral,0,0,1.87258176058411,0.11818181818181818,yes
negative,1,1,0.927524894935943,-0.4,no
neutral,0,0,-1.96912783064079,-0.25,no
objective,0,0,1.10479786345963,-0.0625,no
positive,1,1,1.04366484030265,0.3333333333333333,no
positive,2,2,0.0,0.0,no
neutral,1,1,0.0,0.0,yes
positive,0,0,0.0,0.0,no
negative,0,0,0.0,-0.25,no
negative,0,0,0.0,0.0,no
objective,0,0,2.515901951454103,0.12878787878787878,no
positive,0,0,0.128867069018432,0.0,no
positive,4,4,1.46809000911203,0.0,no
positive,0,0,0.0,-0.4,yes
neutral,0,0,2.50430160589903,0.16818181818181818,no
objective,1,1,0.0,0.0,yes
positive,0,0,-0.019203004271713,0.25,no
neutral,1,1,0.837509880211649,0.0,no
neutral,2,2,1.855049789871886,-0.4,no
objective,1,1,0.0,0.0,no
positive,1,1,-4.57131616697696,-0.10833333333333335,no
objective,0,0,0.8437114172507,-0.05,no
neutral,0,0,0.0,0.0,no
negative,0,0,-0.604292567809281,0.06666666666666667,no
objective,2,2,0.0,0.13636363636363635,no
objective,1,1,0.927524894935943,-0.4,yes
neutral,3,3,0.325558944159276,-0.11041666666666666,no
negative,0,0,-0.592887503027689,-0.625,no
neutral,1,1,0.0,0.0,no
positive,0,0,1.10479786345963,-0.14583333333333334,yes
positive,1,1,0.128867069018432,0.0,no
negative,0,0,-1.01493152025392,-0.39999999999999997,no
objective,1,1,0.0,0.13636363636363635,no
objective,0,0,0.0,0.4,no
negative,2,2,0.0,0.0,no
positive,2,2,4.156459756921413,0.35,no
objective,1,1,1.09262600177811,0.13636363636363635,no
positive,2,2,1.44700670157598,0.8,no
positive,3,3,0.281785813434765,0.45,no
negative,2,2,1.09262600177811,-0.2318181818181818,no
neutral,0,0,0.0,0.0,yes
positive,4,4,0.0,0.0,no
neutral,0,0,3.218433006960767,-0.02777777777777779,no
positive,1,1,1.44318462459112,0.29,no
positive,1,1,0.680720628079802,0.1,yes
positive,2,2,1.40073474131027,0.45,no
positive,0,0,0.0,-0.0625,no
positive,1,1,1.29896406337605,0.0,no
neutral,0,0,0.0,0.13333333333333333,yes
positive,1,1,0.0,0.5,no
objective,1,1,0.728546610120507,0.19318181818181818,no
neutral,0,0,0.0,0.0,no
objective,2,2,2.11042825946234,0.0,no
positive,3,3,0.939445518206594,0.4,no
negative,4,4,3.1574844097406416,0.2666666666666667,no
negative,1,1,0.927524894935943,-0.30000000000000004,no
objective,0,0,0.0,0.0,no
neutral,1,1,0.0,0.3166666666666667,no
objective,1,1,0.0,0.0,no
negative,1,1,3.47573912884161,0.7,no
negative,1,1,3.47573912884161,0.7,no
negative,3,3,0.0,0.35,no
neutral,2,2,2.335237777815023,0.04999999999999999,no
objective,1,1,4.80117888356235,0.4583333333333333,no
neutral,0,0,0.0,0.0,no
negative,0,0,0.985429359123998,-0.10000000000000002,no
positive,1,1,1.15813191010561,0.21666666666666665,no
negative,0,0,0.0,0.0,no
objective,1,1,1.10479786345963,0.0,no
negative,2,2,1.29896406337605,0.0,no
negative,1,1,0.617555917504432,-0.34375,no
positive,2,2,0.0,0.35,no
positive,1,1,0.0,-0.07777777777777779,yes
objective,1,1,1.648496069384652,0.0,no
positive,0,0,0.273933752109429,0.0,no
positive,1,1,0.0,0.9,no
positive,1,1,2.0948414448759,0.21818181818181817,no
positive,3,3,0.609664902840155,0.275,no
positive,1,1,0.0,0.0,no
positive,3,3,1.44519921674032,0.5,no
positive,1,1,1.44519921674032,0.8,no
objective,1,1,0.0,0.0,no
negative,0,0,0.0,-0.25,no
positive,1,1,0.0,0.0,no
negative,1,1,-0.33836424531674,0.4166666666666667,no
positive,2,2,5.16767160365716,0.6,no
positive,2,2,6.7930218916762,0.13333333333333333,no
objective,1,1,1.04366484030265,0.3333333333333333,no
negative,1,1,0.0,0.55,no
neutral,1,1,1.633454891036538,0.0,no
objective,2,2,0.458746992657594,0.25,no
positive,1,1,1.8382683765777799,0.5,no
positive,0,0,0.23814154778424912,-0.4,no
positive,3,3,2.49336074308838,0.25757575757575757,no
neutral,0,0,0.0,0.0,yes
positive,3,3,1.33922968993559,0.06666666666666667,no
negative,0,0,0.539938002436922,0.08333333333333333,yes
positive,0,0,7.28610499411194,0.4,no
neutral,1,1,0.0,0.0,no
neutral,2,2,1.9827390246671128,-0.13333333333333333,no
negative,0,0,0.0,0.2,no
positive,1,1,0.0,0.375,no
positive,2,2,-3.51171860862072,-0.04062499999999994,no
positive,2,2,1.21685492614942,0.425,no
neutral,3,3,0.257734138036864,0.0,no
objective,0,0,1.221493070796542,0.06818181818181818,no
negative,1,1,3.47573912884161,0.0972222222222222,no
objective,1,1,0.0,0.0,yes
positive,2,2,0.0,0.0,no
objective,0,0,0.952734262956736,0.0,no
objective,2,2,0.757289707547273,0.0,yes
objective,0,0,0.0,0.0,no
positive,2,2,0.680720628079802,0.25,no
neutral,1,1,1.53902266802182,0.43333333333333335,yes
neutral,1,1,0.0,0.0,no
positive,3,3,2.77942052345045,-0.05,yes
negative,4,4,-0.251932748037953,0.2857142857142857,no
neutral,1,1,0.927524894935943,-0.4,yes
positive,1,1,0.73519956395237,0.3333333333333333,yes
positive,2,2,3.170216567274206,-0.175,no
neutral,1,1,0.0,0.0,no
positive,0,0,0.703603506914847,0.2,no
positive,1,1,-1.45174738329242,-0.15625,no
neutral,1,1,0.0,0.0,no
positive,1,1,0.952734262956736,0.0,no
positive,1,1,1.04366484030265,0.3333333333333333,no
neutral,1,1,0.0,0.0,no
neutral,0,0,0.0,0.35,no
positive,0,0,0.0099513415206685,-0.5,no
objective,2,2,0.0,0.0,no
objective,1,1,0.102955795790479,-0.03146853146853148,no
positive,2,2,0.0,0.6,no
positive,1,1,0.927524894935943,-0.2625,yes
neutral,2,2,1.11106268692218,0.5,no
neutral,2,2,0.281785813434765,0.2681818181818182,no
negative,0,0,0.0,0.0,no
neutral,2,2,1.483559265720847,0.15000000000000002,no
positive,1,1,5.364643465634567,0.18333333333333332,no
positive,7,7,0.0,0.43333333333333335,no
neutral,1,1,0.0,0.0,no
positive,1,1,0.0,0.0,no
positive,2,2,1.752615322662155,0.2,no
positive,0,0,1.09262600177811,0.41818181818181815,no
neutral,2,2,0.785619553317526,-0.175,no
neutral,0,0,-3.51171860862072,-0.3499999999999999,no
neutral,1,1,0.0,0.0,no
negative,0,0,1.022844912800418,-0.3,no
positive,3,3,0.128867069018432,0.04166666666666667,no
neutral,1,1,0.0,0.8,no
positive,2,2,1.47082950922739,0.17500000000000002,no
positive,0,0,0.0,0.8,no
neutral,0,0,0.0,0.0,yes
neutral,1,1,0.557180871508522,0.2,yes
positive,1,1,0.0,0.5,no
neutral,2,2,0.0,0.13636363636363635,no
neutral,1,1,0.0,0.0,no
positive,2,2,1.49563659925907,0.4,no
positive,1,1,2.645306499329792,0.4,no
objective,1,1,0.128867069018432,0.0,no
objective,0,0,0.683232691369094,0.0,no
neutral,0,0,0.728546610120507,0.25,no
positive,1,1,1.21503846854329,0.5,yes
objective,1,1,0.0,0.0,no
positive,1,1,1.2114511449880518,0.4,no
positive,2,2,4.9393277457187,0.25,no
negative,1,1,0.927524894935943,-0.2911111111111111,yes
positive,0,0,0.128867069018432,0.1,yes
objective,1,1,1.754217357037472,-0.06666666666666667,no
positive,3,3,2.00511136258072,0.24851190476190474,no
objective,0,0,0.0,0.5,no
positive,1,1,2.5133270614433902,0.0,no
objective,0,0,1.25696419523725,0.2,no
positive,2,2,0.0,0.5,yes
positive,0,0,0.0,0.0,no
objective,0,0,0.0,0.6,no
positive,3,3,7.926511161037082,0.28409090909090906,no
neutral,0,0,2.983419592837384,0.13333333333333333,no
objective,0,0,0.0,0.0,no
neutral,1,1,0.0,0.25,no
positive,2,2,0.0,0.55,no
positive,1,1,3.47573912884161,0.6,no
positive,3,3,2.3404761207404903,0.3020833333333333,no
neutral,1,1,2.844074627157722,-0.2,no
positive,1,1,1.18684242246842,0.225,no
positive,0,0,0.273933752109429,0.0,no
positive,0,0,0.0,0.0,no
positive,0,0,0.0,0.03125,no
positive,4,4,1.3625250431001659,0.4375,no
neutral,0,0,1.2582654338331118,0.0,no
neutral,0,0,0.0,0.6,yes
positive,1,1,0.0,0.4,no
positive,1,1,2.28689604184182,0.225,no
positive,2,2,0.927524894935943,-0.4,no
neutral,0,0,1.06419087648782,-0.15000000000000002,no
neutral,0,0,0.0,0.2,no
negative,0,0,-0.117954837318244,0.16666666666666666,no
positive,5,5,2.6653426864859098,0.19305555555555556,no
neutral,1,1,0.779955758806,0.1,no
objective,0,0,0.869896575344679,0.0,no
positive,0,0,1.693642296131502,0.1,no
positive,2,2,1.62535028801904,-0.2,no
negative,1,1,0.680720628079802,0.04545454545454545,no
positive,3,3,0.7657243959134,0.22499999999999998,no
positive,0,0,0.0,0.6,no
neutral,0,0,0.0,0.0,no
positive,0,0,1.3764442003552084,0.16666666666666669,no
positive,1,1,1.40073474131027,0.5,yes
negative,0,0,0.6277204323885821,0.2,no
neutral,0,0,0.958225801158719,0.375,yes
negative,3,3,1.04366484030265,0.3333333333333333,no
positive,1,1,2.222202151380909,0.4583333333333333,no
positive,0,0,0.680720628079802,-0.1,no
negative,3,3,-0.0380918542139626,-0.14583333333333334,no
positive,2,2,1.44519921674032,0.8,yes
positive,1,1,0.5569684375313702,0.39999999999999997,yes
positive,2,2,1.9587434803781871,0.3125,no
positive,1,1,1.386583676894395,0.2,no
neutral,1,1,0.691028383259314,-0.30000000000000004,no
positive,2,2,5.7802700786978605,0.4454545454545455,no
objective,0,0,1.12939836481468,0.0,no
neutral,0,0,0.965559779402335,-0.3888888888888889,no
objective,0,0,0.0,0.0,no
positive,1,1,0.0,0.0,no
positive,0,0,0.0,0.0,no
positive,0,0,1.22982014009508,-0.05,no
objective,0,0,0.0,0.0,no
neutral,0,0,0.0,0.8,no
positive,3,3,2.78838721993402,-0.052777777777777785,no
positive,2,2,0.0,0.3181818181818182,no
positive,1,1,0.0,0.0,no
positive,1,1,0.0,0.25,no
objective,0,0,0.0,0.0,no
neutral,0,0,0.513495502035281,-0.3,no
positive,0,0,0.0,0.0,no
neutral,0,0,0.0,0.0,no
positive,2,2,-0.251932748037953,0.14285714285714285,no
neutral,1,1,0.584125810353023,0.0,no
positive,1,1,0.0,0.0,yes
negative,3,3,4.981158326574469,-0.25,no
positive,1,1,1.321159424419279,-0.04768518518518519,yes
positive,1,1,0.0,0.5,yes
positive,0,0,0.0,0.0,no
positive,1,1,0.0,0.5,no
neutral,2,2,0.927524894935943,-0.4,yes
positive,1,1,0.440651206536158,0.25,no
objective,1,1,1.06419087648782,-0.12222222222222223,no
neutral,2,2,7.84653130308811,0.07142857142857142,no
negative,0,0,0.0,0.0,no
positive,0,0,0.0,0.8,no
neutral,0,0,0.0,0.0,no
positive,1,1,0.0,0.9,no
objective,0,0,0.0,0.0,no
positive,2,2,1.44179916160401,0.11666666666666665,no
neutral,0,0,0.0,0.0,no
positive,1,1,3.47573912884161,0.7,no
objective,3,3,1.855049789871886,-0.4,no
objective,0,0,-0.0871444165218816,-0.16666666666666666,no
positive,2,2,1.735934757810972,0.0,no
neutral,2,2,-1.504095340451739,0.3875,no
neutral,1,1,0.0,0.6,no
neutral,0,0,1.5506172034244812,0.0,yes
negative,1,1,0.0,1.0,no
positive,1,1,0.0,0.13636363636363635,no
neutral,1,1,0.0,0.0,no
positive,1,1,0.869896575344679,0.25,no
positive,3,3,2.69096952275323,0.4,no
neutral,0,0,0.513495502035281,-0.3,no
neutral,1,1,0.694729339555486,0.0,no
neutral,0,0,1.9460763794286402,0.09999999999999999,no
negative,1,1,0.0,0.0,no
positive,0,0,1.787360713527362,0.15,no
neutral,1,1,0.440651206536158,0.0,no
objective,1,1,0.33519361400645,0.03333333333333333,no
positive,0,0,0.0,0.0,no
objective,1,1,0.440651206536158,0.0,no
positive,1,1,3.978458588608671,-0.03333333333333336,no
objective,1,1,0.900711131073299,0.0,no
objective,2,2,0.697307569785297,0.0625,no
objective,0,0,0.728546610120507,0.02777777777777778,no
positive,1,1,0.0,0.48750000000000004,no
objective,0,0,0.0,0.0,no
neutral,2,2,0.0,0.0,no
neutral,1,1,2.26892277423142,0.1,no
objective,1,1,0.0,0.2,no
objective,0,0,1.12939836481468,0.0,no
positive,3,3,5.15691678564039,0.5454545454545454,no
positive,2,2,1.47082950922739,0.3,no
neutral,0,0,0.0,0.0,no
negative,1,1,0.0,0.2,yes
positive,1,1,1.44519921674032,0.8,no
objective,0,0,0.0,0.0,no
positive,1,1,1.16035772667245,-0.26666666666666666,no
neutral,0,0,0.0,0.0,no
positive,0,0,2.6181673110817982,0.35000000000000003,no
negative,2,2,0.697307569785297,-0.03125,no
positive,1,1,1.44700670157598,0.8,no
negative,1,1,0.0,-0.2,no
positive,0,0,2.195709783151082,0.425,no
positive,2,2,1.23567825728086,1.0,no
positive,2,2,1.5251030837272,0.5125000000000001,no
objective,0,0,0.0,0.0,yes
neutral,0,0,0.0,0.0,no
neutral,1,1,1.545080812440375,-0.29375,no
positive,3,3,0.952734262956736,0.0,no
negative,0,0,0.0,0.0,no
negative,0,0,0.0,0.5,no
positive,1,1,0.0,0.13636363636363635,no
objective,1,1,1.281447253381601,-0.06666666666666668,no
positive,3,3,0.0,0.5,no
neutral,2,2,1.524432045330502,-0.025,no
positive,2,2,4.2788781851501,0.2,no
