@relation opinion
@attribute category {positive,negative,neutral,objective}
@attribute polarity real
@attribute compound real
@data
objective,0.0,-0.7184
positive,0.2681818181818182,0.4374
positive,-0.0062500000000000056,0.3971
positive,0.5,0.0
neutral,-0.2,0.0
negative,0.0,0.4404
neutral,-0.1,0.8268
positive,0.2125,0.7482
objective,-0.4,0.0
positive,0.45,0.4926
positive,0.4,0.7717
positive,0.08,0.7213
negative,0.14545454545454545,-0.5574
negative,0.8,0.8286
positive,0.5,0.7783
negative,0.05568181818181818,0.34
neutral,0.16666666666666666,-0.0258
positive,0.3,0.8743
positive,0.2888888888888889,0.8519
negative,0.0,-0.3818
positive,0.0,0.0
positive,0.03333333333333333,0.5267
objective,0.13636363636363635,-0.1027
positive,0.6,-0.7313
negative,-0.1,-0.4767
negative,0.0,0.0
positive,0.1,0.0
objective,0.06818181818181818,0.0
negative,0.24,-0.514
negative,-0.2,0.0
neutral,0.0,0.0516
neutral,0.14069264069264067,0.0
neutral,0.0,-0.1779
positive,0.0,0.5983
negative,-0.10000000000000002,-0.5423
positive,0.13636363636363635,0.0
objective,0.0,0.0
positive,0.0,0.7906
positive,0.25,0.6487
positive,0.3075,0.836
neutral,-0.09375,0.0
neutral,0.0,0.0
neutral,0.35,-0.34
positive,0.3,0.0
negative,0.0,-0.4588
negative,-0.1625,0.6459
neutral,-0.2,0.2023
positive,0.8,0.4215
positive,0.7,0.5826
positive,-0.6,0.6997
neutral,-0.16666666666666666,0.0
negative,-0.6,-0.5307
negative,0.0,-0.8126
positive,0.0,0.0
negative,0.025,0.2211
positive,0.39999999999999997,0.7712
positive,0.6,0.7424
neutral,0.5,-0.2247
positive,0.375,0.34
positive,0.35,0.7568
positive,0.26666666666666666,0.826
negative,0.0,-0.5994
positive,1.0,0.6369
positive,0.0,-0.3612
positive,0.8,0.5719
positive,0.3575757575757576,0.8655
neutral,0.39999999999999997,0.0
negative,-0.6999999999999998,-0.7003
neutral,0.0,-0.7906
objective,0.2,0.5106
positive,0.475,0.6124
objective,-0.05,-0.3903
objective,0.0,0.0
positive,-0.225,-0.8402
objective,0.0,0.0
positive,0.0,0.0
neutral,0.0,0.0
neutral,0.0,-0.4389
positive,0.10277777777777779,0.7494
negative,-0.06388888888888887,-0.4678
neutral,0.15000000000000002,0.0
negative,0.018181818181818174,0.0
positive,0.27878787878787875,0.9118
negative,-0.5,0.0085
neutral,0.3666666666666667,0.5267
objective,-0.12121212121212122,-0.4019
objective,0.75,0.9236
objective,-0.11666666666666665,0.0
neutral,0.0,0.2023
neutral,-0.15555555555555559,-0.2732
positive,0.14444444444444446,0.6597
objective,-0.07500000000000001,0.0
neutral,0.0,0.3382
positive,0.5,0.7964
objective,0.0,0.0
positive,0.13333333333333333,0.1531
negative,0.15000000000000002,-0.3182
objective,0.0,0.0
neutral,0.0,-0.4019
positive,0.4,0.9117
negative,0.2931818181818182,0.128
positive,0.375,0.34
positive,0.5,-0.3595
positive,0.5,0.6682
objective,0.0,0.0
positive,-0.1,0.0
negative,-0.0875,0.1779
neutral,0.0,0.0
positive,0.4,0.8209
positive,0.0,0.8221
objective,0.0,-0.3818
neutral,0.27187500000000003,0.924
objective,-0.4,-0.0516
negative,0.0,0.5719
objective,-1.0,0.0
objective,0.06818181818181818,0.0173
positive,0.3333333333333333,0.6688
objective,0.0,0.3612
objective,0.0,0.0
positive,0.4375,0.7841
objective,-0.3277777777777778,-0.5719
neutral,-0.10285714285714287,-0.7269
objective,0.02500000000000001,0.0
objective,-0.25,-0.126
neutral,0.5,0.0
positive,0.35,0.4404
neutral,0.0,0.0
positive,0.5681818181818181,0.737
positive,0.04374999999999998,0.2362
negative,-0.09999999999999999,0.0
neutral,0.16666666666666666,0.0
negative,-0.21250000000000002,0.4278
neutral,-0.04375,0.0
positive,-0.3888888888888889,-0.2792
negative,-0.18333333333333335,-0.3987
negative,0.0,-0.5145
negative,-0.4,-0.7528
positive,-0.07575757575757576,-0.2225
positive,0.0,0.372
positive,0.1333333333333333,0.7959
positive,0.11111111111111112,0.7096
neutral,0.0,0.0
positive,0.0,0.3818
negative,0.0,0.0
objective,0.0,0.0
neutral,0.0,0.3612
negative,-0.2,-0.2023
objective,0.2,0.4199
negative,-0.16666666666666666,-0.7845
objective,0.25,0.6249
positive,0.85,0.784
positive,0.5666666666666668,0.6696
positive,0.0,-0.2244
objective,0.12,0.0
negative,0.0,0.4404
positive,0.4375,0.8225
neutral,-0.05,-0.296
objective,0.0,0.0
positive,0.04999999999999999,0.4588
objective,0.0,0.0
positive,0.13636363636363635,-0.3313
positive,0.8,0.4215
neutral,0.10714285714285714,0.6597
positive,0.3333333333333333,0.8271
positive,-0.3333333333333333,0.2521
positive,0.4,0.5684
positive,0.25,0.3804
neutral,0.0,0.34
positive,0.55,0.624
positive,0.18333333333333335,0.6209
neutral,-0.05,0.3182
neutral,0.0,0.0
positive,0.05312500000000002,0.8346
neutral,0.0,0.0
neutral,-0.125,0.0
positive,0.375,0.9006
neutral,-0.2,0.0
neutral,0.0,0.0
neutral,0.16666666666666666,0.6792
neutral,0.3,0.0
negative,0.0,0.0772
negative,-0.4,-0.4019
negative,0.5,-0.5848
neutral,-0.125,0.4215
positive,0.4375,0.9042
negative,-0.3,-0.7184
negative,-0.025000000000000022,-0.1759
neutral,-0.21666666666666667,-0.3818
negative,-0.3,-0.4842
positive,0.048148148148148134,0.6341
neutral,0.3181818181818182,0.0
objective,0.0,0.0
negative,0.0,0.0
positive,0.2,0.6705
objective,0.0,0.0
positive,-0.4,0.0
objective,0.125,0.2023
positive,0.35,0.4532
positive,0.475,0.5994
positive,0.0,0.4019
negative,-0.025,-0.5994
positive,0.19999999999999998,0.6696
positive,0.4,0.872
objective,0.0,0.0
negative,-0.52,-0.4576
objective,0.2785714285714286,0.0
neutral,0.04545454545454545,-0.6739
positive,0.17708333333333331,0.2732
positive,0.44999999999999996,0.694
negative,-0.1,0.0
positive,0.0,0.4588
positive,0.1,0.0
positive,0.3333333333333333,-0.3415
neutral,0.0,0.0
negative,-0.29999999999999993,-0.5423
positive,0.373015873015873,0.7959
negative,-0.2,-0.8519
positive,0.0,0.5093
positive,0.5,0.7946
neutral,0.0,0.0
positive,-0.4,0.0
neutral,-0.1125,0.3612
negative,-0.03333333333333333,0.4753
objective,0.0,0.0
positive,0.0,0.0
positive,-0.21666666666666667,-0.34
neutral,0.0,-0.6249
positive,0.5,0.0772
neutral,0.5,0.0
negative,-0.15833333333333335,-0.4215
positive,0.4,0.5411
positive,0.31785714285714284,0.7081
positive,0.0,0.7579
negative,0.03333333333333333,-0.3818
neutral,0.0,0.0
positive,0.39999999999999997,0.8452
objective,0.0,0.0
neutral,-0.1,0.0
negative,0.0,0.4939
positive,0.7,0.4404
neutral,0.0,0.0
positive,0.18,0.7131
positive,0.15,0.5106
positive,0.8,0.8652
positive,0.375,0.6588
positive,0.35,0.5829
objective,0.0,0.0
objective,-0.0625,0.0
neutral,0.02500000000000003,0.2263
positive,0.5,0.4404
objective,0.16,0.0
objective,0.3375,0.8485
positive,0.45,0.7783
positive,0.375,0.0
positive,0.09999999999999999,0.5994
objective,0.0,0.0
objective,-0.06666666666666667,0.0
neutral,-0.1875,0.4588
positive,0.2,0.0
neutral,-0.125,0.0
neutral,-0.4,0.0
neutral,0.11212121212121211,0.6249
objective,0.8,-0.5307
negative,-0.16666666666666666,-0.0
negative,-0.25,0.2144
positive,0.5,-0.4023
objective,-0.013888888888888895,0.2793
positive,0.3770833333333333,0.8168
neutral,0.375,-0.319
positive,0.8,0.8398
neutral,0.06666666666666665,-0.296
negative,0.4,0.2023
negative,-0.6999999999999998,-0.8209
neutral,0.0,0.4019
positive,0.0,0.0
neutral,0.0,0.0
positive,0.8,0.8717
neutral,0.2,0.3612
neutral,0.0,0.3802
neutral,0.0,0.0
positive,-0.05,0.296
positive,0.04999999999999999,0.4215
positive,0.2125,0.6486
neutral,0.0,0.0
objective,-0.05,0.6209
positive,0.5,0.4926
positive,0.04999999999999999,0.555
neutral,0.0,0.0
positive,-0.1416666666666667,0.5423
neutral,-0.13333333333333333,-0.1779
positive,0.375,0.7445
objective,-0.1,0.0
neutral,-0.4,0.0
negative,-0.25,0.0
positive,0.30625,0.8042
objective,0.0,0.0
positive,0.55,0.7096
positive,-0.12000000000000001,-0.5574
neutral,0.8,0.6892
negative,-0.24000000000000005,-0.7003
positive,-0.08333333333333333,0.4199
negative,-0.25436507936507935,-0.5423
positive,0.125,0.4926
positive,0.0,0.0
positive,0.0,0.2263
negative,0.0,-0.6249
neutral,0.13,0.0
positive,-0.08240740740740742,0.8402
neutral,0.13636363636363635,0.0
objective,0.0,0.0
objective,0.16481481481481478,0.3182
neutral,0.0,0.0
negative,0.0,0.0
positive,0.7,0.6892
neutral,0.0,0.4588
neutral,0.2,0.4404
positive,0.5,0.4019
neutral,0.0,0.0
positive,0.1875,0.5707
negative,-0.1777777777777778,-0.5983
positive,0.8,0.6249
objective,0.0,0.0
negative,0.35714285714285715,0.4019
positive,0.65,0.8126
positive,-0.2,0.5269
positive,0.4375,0.1779
positive,0.4,0.8879
positive,0.35,0.5095
negative,0.0,0.2732
objective,0.3,0.4939
positive,0.3,0.6124
positive,0.24166666666666667,0.7405
objective,0.0,0.3612
positive,0.19444444444444445,0.4588
neutral,0.4928571428571428,-0.2732
neutral,-0.05,0.0
neutral,-0.125,-0.1796
neutral,0.0,-0.296
positive,0.0,0.0
positive,0.35,0.8625
neutral,0.0,0.0
objective,0.25,0.0772
objective,0.06818181818181818,0.0
positive,0.15000000000000002,0.7256
positive,0.35,-0.2144
objective,0.0,0.4404
objective,0.0,0.0
negative,0.0,-0.5938
positive,0.8,0.7088
negative,0.0,-0.8176
negative,-0.25,-0.7694
positive,0.0,0.0
positive,1.0,0.8555
objective,0.13636363636363635,0.0
positive,0.175,0.0
neutral,0.0,0.0
positive,-0.04999999999999999,0.5984
neutral,0.06666666666666665,0.2023
neutral,0.0,0.0
positive,0.0,0.6597
neutral,0.0,0.0
positive,0.0,0.7574
positive,-0.03333333333333333,0.34
negative,-0.2125,-0.0772
negative,0.0,0.0
positive,0.1,-0.1027
positive,-0.15555555555555559,0.0
negative,0.0,-0.5904
objective,-0.031818181818181815,0.128
positive,-0.0050000000000000044,0.34
negative,0.16666666666666666,-0.0516
positive,0.5916666666666667,0.9285
negative,0.0,0.4898
neutral,0.0,0.3612
neutral,0.0,0.0
positive,0.1645021645021645,0.6369
positive,0.3,0.6187
positive,0.4,-0.2942
positive,0.5,0.6369
negative,-0.15,-0.7096
objective,0.0,0.0
objective,-0.08333333333333333,-0.7734
negative,0.0,-0.2382
negative,-0.5,-0.8392
neutral,0.0,0.0
positive,0.2333333333333333,-0.0258
positive,0.3,-0.3331
positive,0.29375,0.8591
neutral,0.25833333333333336,0.4215
negative,0.25,0.3382
positive,0.0,0.471
negative,-0.4,-0.296
positive,0.37878787878787873,0.8977
objective,0.0,-0.2023
negative,0.35,0.6696
neutral,0.1,-0.296
negative,-0.4,-0.5423
objective,0.0,0.0772
positive,-0.65,-0.6784
neutral,-0.4,0.0
negative,-0.26666666666666666,-0.2023
positive,0.5,0.6597
positive,0.0,-0.2924
objective,0.325,0.4576
positive,0.85,0.5994
positive,0.4,0.6249
positive,0.30000000000000004,0.296
neutral,0.0,0.4215
positive,0.0,0.0
neutral,0.43000000000000005,0.5574
neutral,0.13636363636363635,0.0
objective,0.0,0.0
positive,0.2833333333333333,0.8544
positive,0.0,-0.6103
positive,0.39285714285714285,0.6633
positive,0.6714285714285715,0.9186
negative,0.26666666666666666,0.1531
objective,0.0,-0.886
positive,0.48333333333333334,0.6124
positive,0.0,0.8042
objective,0.13636363636363635,0.4995
positive,0.5,0.5093
positive,0.0,0.0
neutral,0.0,0.0
positive,0.0,0.4404
positive,0.6000000000000001,0.5859
positive,0.10416666666666666,-0.2323
objective,0.0,0.0
positive,0.2833333333333333,0.1655
positive,0.0,0.4588
objective,0.06818181818181818,0.0
negative,0.48333333333333334,0.4404
positive,0.0,0.0
positive,0.25,0.5267
positive,0.2111111111111111,0.6369
negative,0.0,0.3612
positive,0.2857142857142857,0.2263
negative,0.024999999999999967,-0.1154
negative,0.9,0.7351
positive,0.0,0.0
negative,0.42666666666666675,0.8934
negative,0.0,-0.4574
neutral,-0.1,0.4648
positive,1.0,0.8852
negative,-0.125,0.8519
objective,0.0,0.0
neutral,-0.009090909090909094,-0.296
positive,-0.2,0.0
positive,0.7,0.7263
positive,0.0,0.0
neutral,-0.05,-0.3736
objective,0.13636363636363635,0.4215
negative,-0.2,0.6963
objective,0.25,0.0
positive,0.26666666666666666,0.8829
negative,0.0,0.0
positive,0.0,0.3612
positive,0.0,0.0
objective,0.0,0.0
positive,0.13636363636363635,-0.3818
positive,0.014814814814814808,0.4404
objective,0.0,0.0
objective,0.0,0.0
positive,0.2681818181818182,0.4939
neutral,0.42500000000000004,0.9357
positive,0.0,0.2732
positive,0.0,0.6588
objective,0.18333333333333335,0.5106
neutral,0.0,0.0772
objective,0.0,0.0
objective,0.8,0.4003
neutral,-0.3416666666666667,-0.296
negative,-0.14999999999999994,0.802
objective,-0.16666666666666666,-0.34
positive,-0.1,0.5134
positive,0.27619047619047615,0.1779
positive,-0.15,0.2905
positive,0.8,-0.3244
neutral,0.5,0.4898
negative,0.0,0.5707
negative,0.0,-0.25
neutral,0.0,0.3612
neutral,0.0,0.0
negative,0.2556818181818182,-0.2023
objective,0.0,0.0
negative,-0.04444444444444443,-0.5362
negative,0.0,0.4939
neutral,0.25,0.0
neutral,-0.16666666666666666,-0.6908
positive,0.25,0.8655
objective,0.0,0.0
positive,0.7,0.923
objective,0.05,0.0
positive,0.0,0.4199
positive,0.2333333333333333,0.1531
objective,0.4,0.7096
positive,0.0,0.0
objective,0.25,0.0
negative,0.0,-0.6688
negative,-0.15555555555555559,-0.8306
positive,0.25,0.296
positive,0.4,0.0
positive,-0.4,0.0
objective,0.0,-0.4939
positive,0.4666666666666666,0.886
objective,0.0,0.1007
positive,-0.5,-0.0772
objective,0.0,0.6249
positive,-0.0625,0.2883
positive,0.5,0.5267
positive,0.0,0.2263
negative,-0.3499999999999999,-0.4976
objective,0.1,0.0
positive,0.2857142857142857,0.6908
negative,-0.1,-0.2228
neutral,-0.2,-0.4767
objective,0.16666666666666666,0.4588
positive,0.41500000000000004,0.9094
negative,0.0,-0.3447
positive,0.202020202020202,0.5994
neutral,-0.1,0.0
positive,0.55,0.8118
neutral,0.1,0.0
positive,0.2625,0.6249
negative,0.0,-0.5267
objective,0.0,0.0
negative,-0.5,-0.8271
positive,0.75,0.6369
positive,-0.15555555555555559,0.5707
negative,0.5,0.0
neutral,0.0,0.0
negative,0.0,0.34
positive,0.12083333333333335,0.5859
objective,0.0,-0.2263
objective,0.0,0.0
objective,0.0,0.0
objective,-0.1,0.0
objective,0.0,0.0
positive,-0.1,0.4199
positive,0.2857142857142857,0.0
objective,0.07784090909090907,0.5994
positive,0.1,0.5399
objective,0.03333333333333333,0.0
objective,0.0,0.3612
neutral,0.0,0.0
negative,-0.4,-0.1779
neutral,0.03125,0.8455
objective,0.35714285714285715,0.4019
positive,0.0,0.0
objective,0.0,0.0
positive,0.35,0.836
positive,-0.5,-0.6808
positive,0.8,0.3546
negative,0.0,-0.1739
negative,-0.3305555555555555,-0.3182
positive,0.7000000000000001,0.4404
positive,0.5,0.5562
objective,-0.4,0.0
negative,-0.125,0.4939
positive,0.0,-0.1531
positive,0.0,0.8881
positive,0.275,0.5707
objective,0.0,0.0
positive,0.1,0.5423
positive,0.0,0.5423
positive,0.5,0.8122
neutral,0.0,-0.0258
objective,0.0,0.0
negative,-0.00833333333333334,-0.6103
neutral,0.0,0.0
neutral,-0.125,0.3818
neutral,0.0,-0.296
positive,0.0,0.0
neutral,0.2,0.4404
positive,-0.16666666666666666,0.0
objective,0.0,0.8131
neutral,0.0,-0.1434
objective,0.0,0.0
neutral,0.0,0.4574
neutral,0.0,0.0
objective,-0.2,0.0
positive,0.25,0.6733
positive,0.9,0.836
objective,0.25,0.2023
positive,0.6,0.7351
objective,0.06818181818181818,0.0
neutral,0.0,0.0
objective,0.0,0.0772
positive,0.0,-0.2732
positive,0.25,0.0772
neutral,0.020833333333333332,0.0
neutral,0.2,0.0
objective,0.16818181818181818,0.3612
objective,0.08333333333333333,0.0
positive,0.09999999999999998,0.4588
neutral,0.19999999999999998,-0.7184
neutral,0.0,0.5374
neutral,0.5,0.0
negative,0.0,0.5456
neutral,0.0,0.0
negative,0.0,0.5067
objective,0.0,0.0
positive,0.25,0.4588
negative,-0.21666666666666665,-0.3274
positive,0.36190476190476195,0.8074
neutral,-0.1,-0.6119
objective,0.13636363636363635,0.8531
positive,0.4,0.6588
neutral,0.0,0.0
objective,-0.125,0.0
negative,0.0,0.0
positive,0.0,0.0
positive,0.75,0.3948
neutral,0.06818181818181818,0.0
positive,0.0,0.0
objective,0.015000000000000003,0.5574
objective,-0.1,0.0
negative,-0.0055555555555554985,0.1406
positive,0.0,0.0
negative,-0.10000000000000003,0.0
neutral,0.0,0.0
positive,-0.15555555555555559,0.7606
positive,0.6,0.7896
negative,0.1,0.0
positive,0.4,0.7081
positive,0.65,0.8126
neutral,-0.2,-0.5267
objective,0.0,0.0
positive,-0.15555555555555559,0.508
positive,0.45,0.9199
positive,0.22,0.5411
objective,0.0,0.0
positive,0.19999999999999998,0.4404
neutral,0.0,0.0
objective,0.0,0.4003
objective,0.0,0.4588
neutral,0.25,0.2023
objective,0.0,0.1511
objective,0.0,0.0
negative,-0.30000000000000004,-0.6908
positive,0.0,0.5423
positive,0.03409090909090909,0.8585
positive,0.8,0.6841
positive,0.6,0.0
neutral,0.0,0.0
neutral,0.2,0.4019
neutral,-0.375,-0.264
neutral,0.0,0.0
negative,-0.2,-0.4601
positive,0.5,0.7345
positive,0.5875,0.8168
positive,0.0,0.8268
objective,0.1,0.0
neutral,0.2,-0.4137
positive,0.06666666666666665,0.5994
positive,0.30000000000000004,-0.4588
positive,0.2708333333333333,0.8555
negative,0.5,0.2263
objective,0.0,0.0
objective,0.0,0.0
objective,0.13636363636363635,0.0
neutral,0.3464285714285714,0.8316
negative,0.0,-0.5859
neutral,0.13636363636363635,0.0
neutral,-0.3944444444444445,-0.128
neutral,0.3333333333333333,0.6808
objective,0.0,0.0
negative,-0.25,-0.0943
neutral,0.0,0.0
neutral,-0.2,-0.5719
neutral,0.0,0.0
positive,0.5,0.6988
neutral,0.16666666666666666,0.636
neutral,1.0,0.837
negative,0.18148148148148147,0.0516
positive,0.16666666666666669,0.0
positive,0.5,0.6369
positive,0.0,-0.4404
positive,1.0,0.6369
positive,0.26666666666666666,0.296
negative,0.0,0.0
objective,0.0,0.0
neutral,-0.3,0.0
negative,0.25,0.0
objective,0.0,0.296
objective,0.0,-0.25
objective,0.25,0.0
neutral,-0.05,-0.3034
objective,0.5,0.3182
neutral,0.0,0.0
negative,-0.25,0.0258
neutral,0.0,-0.8349
positive,1.0,0.6369
objective,-0.05,0.0
objective,-0.4,0.0
negative,0.0,-0.296
objective,0.0,0.0
neutral,0.0,0.0
positive,0.43333333333333335,0.8617
objective,0.0,0.0
positive,0.85,0.636
neutral,0.0,0.0
positive,0.1,0.658
positive,0.3,0.7237
objective,0.0,-0.34
positive,0.625,0.8979
positive,0.2833333333333333,0.8741
neutral,0.04722222222222221,0.4404
negative,-0.4,-0.5423
objective,0.2,0.3612
objective,0.0,0.0
positive,0.0,0.0
positive,-0.2,0.7783
positive,0.25,0.6369
objective,0.0,0.0
positive,0.425,0.6841
positive,0.4666666666666666,0.8619
negative,-0.4,-0.4767
positive,0.125,0.4574
objective,0.13636363636363635,-0.1511
positive,0.3333333333333333,0.6114
positive,0.13636363636363635,-0.5574
positive,0.16666666666666666,0.7979
neutral,-0.5,-0.1901
negative,-0.5,-0.5551
objective,0.14444444444444446,0.636
neutral,0.0,0.0
positive,0.0,0.3182
positive,0.3516666666666666,0.8977
negative,0.0,0.0
positive,0.25,0.4019
objective,0.0,0.0
objective,0.0,0.0
objective,0.0,0.0
neutral,0.06666666666666667,0.6166
positive,0.0,0.0
neutral,0.0,0.4574
neutral,1.0,0.5719
neutral,0.0,0.0
negative,-0.6999999999999998,-0.8176
positive,0.8,0.9022
positive,0.0,0.4939
objective,0.17857142857142858,0.6322
negative,0.0,0.0
objective,0.25,0.636
neutral,0.13636363636363635,0.0
objective,0.13636363636363635,0.0
negative,-0.07777777777777779,0.0
negative,-0.07333333333333333,0.4404
neutral,-0.1777777777777778,0.1779
negative,-0.033333333333333326,-0.2023
negative,-0.16666666666666666,-0.3612
negative,0.0,0.2023
positive,0.0,0.5093
neutral,0.0,0.0
neutral,0.0,0.0
neutral,0.0,0.4019
positive,0.8,-0.5669
objective,0.0,0.0
neutral,0.5,0.5267
objective,0.13636363636363635,0.0
objective,0.0,0.0
neutral,0.13636363636363635,0.0
positive,0.0,0.0
positive,-0.1416666666666667,0.8392
neutral,0.0,0.0
negative,-0.4,-0.5719
positive,0.175,0.4588
objective,-0.15555555555555559,0.0
positive,0.0,-0.0516
objective,0.21666666666666667,0.5574
negative,0.0,0.2732
objective,0.0,0.4019
positive,0.0,0.6981
objective,0.0,0.0
positive,0.0,0.5423
objective,-0.125,0.0
neutral,0.13636363636363635,0.0
positive,0.6,0.6249
positive,0.55,0.69
negative,-0.24107142857142858,-0.3315
objective,0.0,0.34
positive,0.31212121212121213,0.6588
neutral,0.1,0.0
objective,0.0,-0.3612
positive,0.03333333333333333,0.4404
positive,0.04999999999999999,-0.4472
positive,0.25,0.4404
positive,0.0,0.0
negative,-0.5,-0.3818
neutral,0.0,0.4215
negative,-0.6047619047619047,-0.296
negative,0.0,0.0
objective,0.4,0.6341
positive,0.5111111111111111,0.8885
positive,-0.16666666666666666,0.0
positive,0.4,0.8781
positive,0.35,0.4404
positive,0.5,0.4939
positive,0.2619047619047619,0.4588
neutral,0.049999999999999996,-0.34
positive,0.5433333333333333,0.7901
negative,0.21103896103896103,0.0
neutral,0.5,0.7133
positive,0.0,0.0
objective,0.0,0.0
negative,-0.0625,0.4404
negative,-0.4,-0.8442
neutral,0.0,-0.296
negative,0.0,-0.6597
neutral,0.0,-0.3182
positive,0.16,0.6801
negative,-0.5,0.5719
objective,0.1,0.4019
positive,0.44999999999999996,0.3818
positive,0.3325,0.6361
neutral,-0.2,-0.296
neutral,0.14285714285714285,0.34
positive,0.6,0.8636
negative,-0.4,-0.4927
positive,0.5833333333333334,0.6369
objective,0.0,0.0
positive,0.375,0.7574
positive,0.2814814814814815,0.6696
objective,0.4,0.466
positive,0.12,0.6124
objective,0.0,0.0
neutral,0.13636363636363635,0.0
neutral,0.0,0.7096
neutral,-0.12962962962962962,-0.4215
neutral,0.0,0.0
negative,0.0,0.0
positive,0.0,0.0772
neutral,0.8,-0.7614
neutral,0.0,0.0
negative,-0.5,-0.4767
positive,0.0,0.0
positive,0.43333333333333335,0.6523
positive,0.0,0.5423
negative,0.1,-0.296
negative,0.18,0.2168
objective,0.0,0.4003
neutral,0.0,-0.3382
positive,0.0,0.0
positive,0.27878787878787875,0.9118
objective,0.0,0.0
positive,0.0,0.6874
objective,-0.015151515151515152,0.296
objective,-0.0625,0.0
positive,-0.4,0.0
positive,-0.04396825396825397,-0.1007
positive,0.0,0.0
negative,0.0,-0.3182
objective,0.0,0.0
negative,0.0,0.09
neutral,0.0,0.0
positive,0.0,0.7096
negative,0.4,0.2023
positive,0.5,0.7707
positive,-0.15555555555555559,0.0
positive,0.8,0.743
negative,0.13636363636363635,0.2023
objective,-0.3,0.0
negative,0.5,-0.1263
neutral,0.0,0.0
neutral,0.325,0.8682
positive,0.39999999999999997,0.9642
positive,0.0,-0.6884
positive,1.0,0.5719
neutral,0.0875,0.0
positive,0.35,0.8176
neutral,0.39999999999999997,0.5399
negative,0.06333333333333332,-0.8885
positive,0.0,0.802
negative,0.0,-0.25
objective,0.0,0.0
neutral,-0.2,-0.4939
positive,0.2,0.7488
objective,0.4,0.4588
positive,0.5,0.5106
objective,0.17857142857142858,0.923
negative,0.10714285714285714,0.7672
positive,0.0,0.7104
positive,0.3125,0.8519
positive,-0.09375,0.4588
positive,0.1,0.6908
objective,-0.1,0.0
negative,0.0,0.4019
neutral,0.0,0.0772
objective,0.03333333333333333,0.0
positive,0.23134920634920633,0.4559
positive,0.0,0.5719
objective,0.0,0.0
neutral,-0.20625000000000002,-0.2924
objective,-0.06666666666666667,0.0
positive,0.175,0.3182
neutral,-0.05,0.3182
positive,0.0,0.0
negative,-0.8999999999999999,0.0
negative,0.0,0.0
neutral,-0.3,0.5927
objective,-0.025,0.0
objective,0.0,0.34
positive,0.35,0.5574
neutral,-0.3,0.0
positive,0.0,0.5106
neutral,0.0,0.0
neutral,0.8,0.4215
neutral,0.3,0.0
positive,-0.15555555555555559,0.0
neutral,0.0,0.0
positive,0.11688311688311688,0.6669
negative,-0.23076923076923078,0.1431
objective,0.13636363636363635,0.4995
positive,-0.13333333333333333,0.6671
positive,0.24999999999999997,0.7345
neutral,0.0,-0.4588
neutral,0.5,0.5106
negative,0.0,-0.0772
positive,0.0,0.5574
neutral,0.2125,0.765
negative,0.0,-0.6249
positive,0.6,0.899
positive,0.4,0.6369
neutral,0.5,0.3612
negative,-1.0,-0.1901
neutral,0.06999999999999999,0.34
positive,0.0,-0.1439
objective,-0.05555555555555555,0.4767
neutral,-0.6,0.5106
negative,-0.3035714285714286,-0.8949
positive,0.4,0.6467
positive,0.0,0.0
objective,0.0,0.5574
positive,0.275,0.8707
neutral,-0.4,-0.5423
positive,0.25625,0.7088
positive,0.0,0.9117
positive,0.11818181818181818,0.6808
negative,0.0,0.0
objective,0.0,0.0
objective,0.05,0.0
positive,0.0,0.8188
positive,0.75,0.8065
positive,-0.08333333333333333,-0.6949
positive,0.225,0.4939
positive,0.03409090909090909,-0.6973
neutral,0.8,0.2244
neutral,0.0,0.0
neutral,0.04545454545454545,0.0
objective,0.0,0.0
neutral,-0.2,0.0
objective,0.0,0.0
neutral,0.35,0.4404
positive,0.25,0.5855
positive,0.26666666666666666,0.9094
negative,0.4666666666666666,0.4926
positive,-0.05000000000000002,0.0
positive,0.27999999999999997,0.6369
positive,0.5,0.4215
positive,0.8,0.2003
positive,0.2,0.784
neutral,0.0,0.4404
objective,0.0,0.0
neutral,0.4166666666666667,0.6369
objective,0.5,0.5423
positive,0.375,0.7171
negative,0.0,-0.5859
negative,-0.10476190476190476,-0.3382
objective,-0.125,0.0
positive,0.3,0.5562
positive,0.128125,0.6375
negative,0.375,0.5267
positive,0.4,0.8257
objective,0.6,0.0
positive,0.2333333333333333,0.5826
neutral,-0.3,-0.4824
positive,0.425,0.0
negative,-0.05,-0.6908
objective,0.0,0.0
positive,0.0,-0.1779
positive,0.45000000000000007,0.8625
positive,0.475,0.6124
positive,-0.16666666666666666,-0.4019
neutral,0.0,0.0
negative,0.0,-0.6908
positive,0.5,0.5423
objective,0.3333333333333333,0.5994
positive,0.7666666666666666,0.9445
neutral,0.7,0.6369
neutral,0.0,0.0
neutral,0.5,0.0
negative,0.0,-0.2382
negative,0.0,0.3612
negative,-0.19999999999999998,-0.4199
negative,-1.0,0.0
positive,0.0,-0.3382
neutral,0.5,0.8791
positive,0.4,0.7892
objective,0.03409090909090909,0.0
positive,0.5,0.8264
negative,0.0,0.0
positive,0.20555555555555557,0.8225
positive,0.03809523809523807,0.7783
positive,0.375,0.8268
negative,-0.6999999999999998,-0.5423
positive,-0.05,0.658
negative,-0.21666666666666667,-0.9356
positive,0.0,0.0
positive,0.05,0.0
negative,0.0,0.0
neutral,0.06666666666666668,0.4912
positive,0.0,0.4926
positive,0.13636363636363635,0.0
negative,-0.8,-0.7896
positive,0.7666666666666666,0.8558
